state_id,entity_id,state,local_updated,local_changed
14991279,binary_sensor.fridge_contact,on,"2022-10-28 11:57:49",
14991369,binary_sensor.fridge_contact,on,"2022-10-28 11:59:26",
14991592,binary_sensor.fridge_contact,on,"2022-10-28 12:03:54",
14991723,binary_sensor.fridge_contact,on,"2022-10-28 12:06:15",
14991806,binary_sensor.fridge_contact,on,"2022-10-28 12:07:44",
14991887,binary_sensor.fridge_contact,on,"2022-10-28 12:09:01",
14991945,binary_sensor.fridge_contact,on,"2022-10-28 12:09:52",
14991960,binary_sensor.fridge_contact,on,"2022-10-28 12:10:01",
14992029,binary_sensor.fridge_contact,on,"2022-10-28 12:11:04",
14992108,binary_sensor.fridge_contact,on,"2022-10-28 12:12:19",
14992135,binary_sensor.freezer_contact,on,"2022-10-28 12:12:52",
14992200,binary_sensor.fridge_contact,on,"2022-10-28 12:13:59",
14992250,binary_sensor.fridge_contact,on,"2022-10-28 12:14:49",
14992266,binary_sensor.freezer_contact,on,"2022-10-28 12:14:59",
14992314,binary_sensor.fridge_contact,on,"2022-10-28 12:15:45",
14992340,binary_sensor.fridge_contact,on,"2022-10-28 12:16:17",
14992405,binary_sensor.fridge_contact,on,"2022-10-28 12:17:18",
14992464,binary_sensor.fridge_contact,on,"2022-10-28 12:18:09",
14992515,binary_sensor.fridge_contact,on,"2022-10-28 12:19:12",
14992777,binary_sensor.fridge_contact,on,"2022-10-28 12:24:15",
14996764,binary_sensor.fridge_contact,on,"2022-10-28 13:43:16",
14997198,binary_sensor.fridge_contact,on,"2022-10-28 13:52:08",
15000343,binary_sensor.fridge_contact,on,"2022-10-28 14:39:07",
15000350,binary_sensor.freezer_contact,on,"2022-10-28 14:39:12",
15000622,binary_sensor.freezer_contact,on,"2022-10-28 14:43:43",
15002798,binary_sensor.fridge_contact,on,"2022-10-28 15:25:08",
15003493,binary_sensor.fridge_contact,on,"2022-10-28 15:36:13",
15009070,binary_sensor.fridge_contact,on,"2022-10-28 17:19:13",
15009106,binary_sensor.fridge_contact,on,"2022-10-28 17:19:52",
15009122,binary_sensor.freezer_contact,on,"2022-10-28 17:19:59",
15009195,binary_sensor.fridge_contact,on,"2022-10-28 17:21:03",
15009354,binary_sensor.fridge_contact,on,"2022-10-28 17:23:44",
15009390,binary_sensor.fridge_contact,on,"2022-10-28 17:24:09",
15009442,binary_sensor.fridge_contact,on,"2022-10-28 17:25:04",
15009547,binary_sensor.fridge_contact,on,"2022-10-28 17:26:52",
15012264,binary_sensor.fridge_contact,on,"2022-10-28 18:30:29",
15014525,binary_sensor.fridge_contact,on,"2022-10-28 19:14:35",
15015796,binary_sensor.fridge_contact,on,"2022-10-28 19:38:06",
15015833,binary_sensor.fridge_contact,on,"2022-10-28 19:38:47",
15015854,binary_sensor.freezer_contact,on,"2022-10-28 19:39:00",
15018424,binary_sensor.freezer_contact,on,"2022-10-28 20:31:43",
15018460,binary_sensor.freezer_contact,on,"2022-10-28 20:32:17",
15018483,binary_sensor.freezer_contact,on,"2022-10-28 20:32:31",
15021668,binary_sensor.fridge_contact,on,"2022-10-28 21:34:28",
15021719,binary_sensor.fridge_contact,on,"2022-10-28 21:35:02",
15021723,binary_sensor.freezer_contact,on,"2022-10-28 21:35:03",
15021747,binary_sensor.fridge_contact,on,"2022-10-28 21:35:17",
15022168,binary_sensor.fridge_contact,on,"2022-10-28 21:42:58",
15022181,binary_sensor.freezer_contact,on,"2022-10-28 21:43:05",
15022829,binary_sensor.fridge_contact,on,"2022-10-28 21:55:18",
15023412,binary_sensor.fridge_contact,on,"2022-10-28 22:05:57",
15024220,binary_sensor.fridge_contact,on,"2022-10-28 22:21:24",
15024854,binary_sensor.fridge_contact,on,"2022-10-28 22:32:14",
15024893,binary_sensor.freezer_contact,on,"2022-10-28 22:32:48",
15025220,binary_sensor.fridge_contact,on,"2022-10-28 22:38:28",
15025290,binary_sensor.fridge_contact,on,"2022-10-28 22:39:36",
15027005,binary_sensor.fridge_contact,on,"2022-10-28 23:11:39",
15029895,binary_sensor.fridge_contact,on,"2022-10-29 00:10:09",
15029941,binary_sensor.fridge_contact,on,"2022-10-29 00:10:51",
15030079,binary_sensor.fridge_contact,on,"2022-10-29 00:13:17",
15030266,binary_sensor.fridge_contact,on,"2022-10-29 00:16:16",
15030279,binary_sensor.fridge_contact,on,"2022-10-29 00:16:32",
15032200,binary_sensor.freezer_contact,on,"2022-10-29 00:53:11",
15032397,binary_sensor.fridge_contact,on,"2022-10-29 00:56:03",
15032524,binary_sensor.fridge_contact,on,"2022-10-29 00:58:16",
15032533,binary_sensor.fridge_contact,on,"2022-10-29 00:58:22",
15035058,binary_sensor.fridge_contact,on,"2022-10-29 01:45:56",
15055777,binary_sensor.fridge_contact,on,"2022-10-29 12:40:37",
15056083,binary_sensor.fridge_contact,on,"2022-10-29 12:44:27",
15056253,binary_sensor.freezer_contact,on,"2022-10-29 12:47:30",
15056259,binary_sensor.fridge_contact,on,"2022-10-29 12:47:33",
15056378,binary_sensor.freezer_contact,on,"2022-10-29 12:49:35",
15057022,binary_sensor.fridge_contact,on,"2022-10-29 13:01:35",
15057039,binary_sensor.fridge_contact,on,"2022-10-29 13:01:50",
15057299,binary_sensor.fridge_contact,on,"2022-10-29 13:06:17",
15057305,binary_sensor.freezer_contact,on,"2022-10-29 13:06:24",
15058077,binary_sensor.fridge_contact,on,"2022-10-29 13:22:18",
15058091,binary_sensor.freezer_contact,on,"2022-10-29 13:22:25",
15058151,binary_sensor.fridge_contact,on,"2022-10-29 13:23:12",
15058354,binary_sensor.fridge_contact,on,"2022-10-29 13:26:26",
15058441,binary_sensor.fridge_contact,on,"2022-10-29 13:27:48",
15058529,binary_sensor.fridge_contact,on,"2022-10-29 13:29:15",
15058659,binary_sensor.fridge_contact,on,"2022-10-29 13:31:37",
15058906,binary_sensor.fridge_contact,on,"2022-10-29 13:35:10",
15058921,binary_sensor.fridge_contact,on,"2022-10-29 13:35:24",
15059167,binary_sensor.fridge_contact,on,"2022-10-29 13:38:45",
15059810,binary_sensor.fridge_contact,on,"2022-10-29 13:49:49",
15059821,binary_sensor.freezer_contact,on,"2022-10-29 13:49:59",
15060060,binary_sensor.fridge_contact,on,"2022-10-29 13:53:49",
15060211,binary_sensor.fridge_contact,on,"2022-10-29 13:56:12",
15060235,binary_sensor.freezer_contact,on,"2022-10-29 13:56:31",
15062165,binary_sensor.fridge_contact,on,"2022-10-29 14:30:17",
15062192,binary_sensor.fridge_contact,on,"2022-10-29 14:30:35",
15062797,binary_sensor.fridge_contact,on,"2022-10-29 14:40:26",
15063130,binary_sensor.fridge_contact,on,"2022-10-29 14:46:18",
15063140,binary_sensor.freezer_contact,on,"2022-10-29 14:46:25",
15063165,binary_sensor.fridge_contact,on,"2022-10-29 14:46:30",
15064183,binary_sensor.fridge_contact,on,"2022-10-29 15:06:47",
15064386,binary_sensor.fridge_contact,on,"2022-10-29 15:10:32",
15064737,binary_sensor.fridge_contact,on,"2022-10-29 15:17:06",
15064756,binary_sensor.freezer_contact,on,"2022-10-29 15:17:20",
15065740,binary_sensor.fridge_contact,on,"2022-10-29 15:35:26",
15065775,binary_sensor.fridge_contact,on,"2022-10-29 15:36:01",
15066353,binary_sensor.fridge_contact,on,"2022-10-29 15:41:39",
15066483,binary_sensor.fridge_contact,on,"2022-10-29 15:42:54",
15066747,binary_sensor.fridge_contact,on,"2022-10-29 15:45:12",
15066963,binary_sensor.fridge_contact,on,"2022-10-29 15:49:42",
15067103,binary_sensor.fridge_contact,on,"2022-10-29 15:50:40",
15067193,binary_sensor.fridge_contact,on,"2022-10-29 15:51:26",
15067276,binary_sensor.freezer_contact,on,"2022-10-29 15:52:06",
15067308,binary_sensor.fridge_contact,on,"2022-10-29 15:52:22",
15067436,binary_sensor.fridge_contact,on,"2022-10-29 15:53:30",
15068975,binary_sensor.fridge_contact,on,"2022-10-29 16:06:57",
15070047,binary_sensor.fridge_contact,on,"2022-10-29 16:17:21",
15070206,binary_sensor.fridge_contact,on,"2022-10-29 16:19:56",
15070587,binary_sensor.fridge_contact,on,"2022-10-29 16:27:17",
15070603,binary_sensor.fridge_contact,on,"2022-10-29 16:27:26",
15071336,binary_sensor.fridge_contact,on,"2022-10-29 16:40:51",
15071815,binary_sensor.fridge_contact,on,"2022-10-29 16:49:22",
15071912,binary_sensor.fridge_contact,on,"2022-10-29 16:50:50",
15072319,binary_sensor.fridge_contact,on,"2022-10-29 16:58:59",
15072768,binary_sensor.fridge_contact,on,"2022-10-29 17:06:23",
15072886,binary_sensor.fridge_contact,on,"2022-10-29 17:07:23",
15072898,binary_sensor.freezer_contact,on,"2022-10-29 17:07:32",
15072956,binary_sensor.fridge_contact,on,"2022-10-29 17:08:16",
15073009,binary_sensor.fridge_contact,on,"2022-10-29 17:09:19",
15073053,binary_sensor.fridge_contact,on,"2022-10-29 17:09:58",
15073084,binary_sensor.fridge_contact,on,"2022-10-29 17:10:17",
15074615,binary_sensor.fridge_contact,on,"2022-10-29 17:32:04",
15075148,binary_sensor.fridge_contact,on,"2022-10-29 17:41:59",
15075198,binary_sensor.fridge_contact,on,"2022-10-29 17:42:47",
15075571,binary_sensor.fridge_contact,on,"2022-10-29 17:50:11",
15075593,binary_sensor.fridge_contact,on,"2022-10-29 17:50:29",
15075723,binary_sensor.fridge_contact,on,"2022-10-29 17:52:21",
15075825,binary_sensor.fridge_contact,on,"2022-10-29 17:54:05",
15075953,binary_sensor.fridge_contact,on,"2022-10-29 17:56:28",
15076353,binary_sensor.fridge_contact,on,"2022-10-29 18:03:03",
15076523,binary_sensor.fridge_contact,on,"2022-10-29 18:05:54",
15076828,binary_sensor.fridge_contact,on,"2022-10-29 18:11:15",
15076861,binary_sensor.fridge_contact,on,"2022-10-29 18:11:50",
15076918,binary_sensor.fridge_contact,on,"2022-10-29 18:12:26",
15077191,binary_sensor.fridge_contact,on,"2022-10-29 18:17:12",
15077556,binary_sensor.freezer_contact,on,"2022-10-29 18:23:32",
15077560,binary_sensor.fridge_contact,on,"2022-10-29 18:23:34",
15077608,binary_sensor.freezer_contact,on,"2022-10-29 18:24:14",
15077618,binary_sensor.fridge_contact,on,"2022-10-29 18:24:19",
15077663,binary_sensor.freezer_contact,on,"2022-10-29 18:24:47",
15077696,binary_sensor.freezer_contact,on,"2022-10-29 18:25:19",
15077718,binary_sensor.fridge_contact,on,"2022-10-29 18:25:23",
15077765,binary_sensor.fridge_contact,on,"2022-10-29 18:26:07",
15078032,binary_sensor.fridge_contact,on,"2022-10-29 18:30:42",
15078204,binary_sensor.fridge_contact,on,"2022-10-29 18:33:39",
15078604,binary_sensor.fridge_contact,on,"2022-10-29 18:40:25",
15078648,binary_sensor.fridge_contact,on,"2022-10-29 18:41:06",
15078722,binary_sensor.fridge_contact,on,"2022-10-29 18:42:28",
15078762,binary_sensor.fridge_contact,on,"2022-10-29 18:43:08",
15078782,binary_sensor.fridge_contact,on,"2022-10-29 18:43:23",
15078812,binary_sensor.fridge_contact,on,"2022-10-29 18:43:52",
15078914,binary_sensor.fridge_contact,on,"2022-10-29 18:45:23",
15079004,binary_sensor.fridge_contact,on,"2022-10-29 18:46:41",
15079352,binary_sensor.fridge_contact,on,"2022-10-29 18:52:44",
15079608,binary_sensor.fridge_contact,on,"2022-10-29 18:57:20",
15079634,binary_sensor.freezer_contact,on,"2022-10-29 18:57:38",
15080131,binary_sensor.fridge_contact,on,"2022-10-29 19:06:04",
15080239,binary_sensor.fridge_contact,on,"2022-10-29 19:07:45",
15080312,binary_sensor.fridge_contact,on,"2022-10-29 19:09:13",
15080491,binary_sensor.fridge_contact,on,"2022-10-29 19:12:30",
15080667,binary_sensor.fridge_contact,on,"2022-10-29 19:15:29",
15080907,binary_sensor.fridge_contact,on,"2022-10-29 19:19:23",
15081232,binary_sensor.fridge_contact,on,"2022-10-29 19:24:47",
15081436,binary_sensor.fridge_contact,on,"2022-10-29 19:28:11",
15081992,binary_sensor.fridge_contact,on,"2022-10-29 19:39:03",
15082011,binary_sensor.fridge_contact,on,"2022-10-29 19:39:30",
15082126,binary_sensor.fridge_contact,on,"2022-10-29 19:43:12",
15082137,binary_sensor.fridge_contact,on,"2022-10-29 19:43:19",
15082183,binary_sensor.freezer_contact,on,"2022-10-29 19:44:38",
15082196,binary_sensor.fridge_contact,on,"2022-10-29 19:44:50",
15082209,binary_sensor.freezer_contact,on,"2022-10-29 19:45:00",
15082245,binary_sensor.fridge_contact,on,"2022-10-29 19:45:56",
15082261,binary_sensor.fridge_contact,on,"2022-10-29 19:46:17",
15082355,binary_sensor.fridge_contact,on,"2022-10-29 19:49:10",
15082434,binary_sensor.fridge_contact,on,"2022-10-29 19:50:40",
15082494,binary_sensor.fridge_contact,on,"2022-10-29 19:52:07",
15082853,binary_sensor.fridge_contact,on,"2022-10-29 20:00:26",
15082879,binary_sensor.fridge_contact,on,"2022-10-29 20:00:47",
15083130,binary_sensor.fridge_contact,on,"2022-10-29 20:05:30",
15083348,binary_sensor.fridge_contact,on,"2022-10-29 20:09:00",
15083548,binary_sensor.fridge_contact,on,"2022-10-29 20:13:01",
15083742,binary_sensor.fridge_contact,on,"2022-10-29 20:16:47",
15084164,binary_sensor.fridge_contact,on,"2022-10-29 20:25:56",
15084232,binary_sensor.fridge_contact,on,"2022-10-29 20:27:13",
15084352,binary_sensor.fridge_contact,on,"2022-10-29 20:29:22",
15084564,binary_sensor.fridge_contact,on,"2022-10-29 20:32:18",
15084714,binary_sensor.freezer_contact,on,"2022-10-29 20:34:42",
15084914,binary_sensor.fridge_contact,on,"2022-10-29 20:37:58",
15084940,binary_sensor.fridge_contact,on,"2022-10-29 20:38:22",
15085384,binary_sensor.fridge_contact,on,"2022-10-29 20:47:00",
15085706,binary_sensor.freezer_contact,on,"2022-10-29 20:53:59",
15085766,binary_sensor.fridge_contact,on,"2022-10-29 20:55:03",
15086157,binary_sensor.fridge_contact,on,"2022-10-29 21:02:05",
15086235,binary_sensor.fridge_contact,on,"2022-10-29 21:03:12",
15086288,binary_sensor.fridge_contact,on,"2022-10-29 21:03:54",
15087858,binary_sensor.fridge_contact,on,"2022-10-29 21:32:20",
15089934,binary_sensor.fridge_contact,on,"2022-10-29 22:07:13",
15090134,binary_sensor.fridge_contact,on,"2022-10-29 22:10:33",
15090178,binary_sensor.fridge_contact,on,"2022-10-29 22:10:54",
15090486,binary_sensor.fridge_contact,on,"2022-10-29 22:15:58",
15091601,binary_sensor.freezer_contact,on,"2022-10-29 22:35:10",
15091622,binary_sensor.fridge_contact,on,"2022-10-29 22:35:18",
15091666,binary_sensor.freezer_contact,on,"2022-10-29 22:35:58",
15092203,binary_sensor.fridge_contact,on,"2022-10-29 22:45:38",
15093954,binary_sensor.fridge_contact,on,"2022-10-29 23:12:03",
15095530,binary_sensor.fridge_contact,on,"2022-10-29 23:38:38",
15095547,binary_sensor.freezer_contact,on,"2022-10-29 23:38:47",
15095580,binary_sensor.freezer_contact,on,"2022-10-29 23:39:18",
15098584,binary_sensor.fridge_contact,on,"2022-10-30 00:33:27",
15098600,binary_sensor.freezer_contact,on,"2022-10-30 00:33:36",
15114678,binary_sensor.fridge_contact,on,"2022-10-30 06:27:48",
15114776,binary_sensor.fridge_contact,on,"2022-10-30 06:29:28",
15115351,binary_sensor.fridge_contact,on,"2022-10-30 06:41:20",
15122059,binary_sensor.fridge_contact,on,"2022-10-30 08:58:15",
15126501,binary_sensor.fridge_contact,on,"2022-10-30 10:29:29",
15126525,binary_sensor.fridge_contact,on,"2022-10-30 10:29:52",
15129231,binary_sensor.fridge_contact,on,"2022-10-30 11:26:43",
15130916,binary_sensor.fridge_contact,on,"2022-10-30 12:01:36",
15133315,binary_sensor.fridge_contact,on,"2022-10-30 12:50:45",
15133656,binary_sensor.fridge_contact,on,"2022-10-30 12:56:45",
15133681,binary_sensor.fridge_contact,on,"2022-10-30 12:57:14",
15133722,binary_sensor.fridge_contact,on,"2022-10-30 12:57:58",
15133988,binary_sensor.fridge_contact,on,"2022-10-30 13:03:23",
15134697,binary_sensor.freezer_contact,on,"2022-10-30 13:17:06",
15134725,binary_sensor.fridge_contact,on,"2022-10-30 13:17:21",
15138676,binary_sensor.fridge_contact,on,"2022-10-30 14:34:33",
15139175,binary_sensor.fridge_contact,on,"2022-10-30 14:42:50",
15150174,binary_sensor.freezer_contact,on,"2022-10-30 18:51:05",
15151192,binary_sensor.fridge_contact,on,"2022-10-30 19:10:09",
15151234,binary_sensor.fridge_contact,on,"2022-10-30 19:10:43",
15152914,binary_sensor.fridge_contact,on,"2022-10-30 19:43:14",
15153467,binary_sensor.fridge_contact,on,"2022-10-30 19:53:38",
15154078,binary_sensor.fridge_contact,on,"2022-10-30 20:05:05",
15154217,binary_sensor.fridge_contact,on,"2022-10-30 20:07:15",
15154743,binary_sensor.fridge_contact,on,"2022-10-30 20:16:29",
15154882,binary_sensor.fridge_contact,on,"2022-10-30 20:18:42",
15154895,binary_sensor.freezer_contact,on,"2022-10-30 20:18:55",
15154958,binary_sensor.fridge_contact,on,"2022-10-30 20:19:44",
15155114,binary_sensor.fridge_contact,on,"2022-10-30 20:22:23",
15155136,binary_sensor.fridge_contact,on,"2022-10-30 20:22:36",
15155183,binary_sensor.fridge_contact,on,"2022-10-30 20:23:23",
15155378,binary_sensor.freezer_contact,on,"2022-10-30 20:27:08",
15155462,binary_sensor.fridge_contact,on,"2022-10-30 20:28:29",
15155470,binary_sensor.freezer_contact,on,"2022-10-30 20:28:32",
15156802,binary_sensor.freezer_contact,on,"2022-10-30 20:52:40",
15156843,binary_sensor.freezer_contact,on,"2022-10-30 20:53:14",
15157161,binary_sensor.fridge_contact,on,"2022-10-30 20:58:56",
15157442,binary_sensor.freezer_contact,on,"2022-10-30 21:04:06",
15157616,binary_sensor.fridge_contact,on,"2022-10-30 21:07:22",
15157897,binary_sensor.fridge_contact,on,"2022-10-30 21:11:23",
15158252,binary_sensor.fridge_contact,on,"2022-10-30 21:17:16",
15159147,binary_sensor.fridge_contact,on,"2022-10-30 21:33:08",
15159248,binary_sensor.fridge_contact,on,"2022-10-30 21:34:27",
15159879,binary_sensor.freezer_contact,on,"2022-10-30 21:46:15",
15159908,binary_sensor.fridge_contact,on,"2022-10-30 21:46:36",
15160011,binary_sensor.fridge_contact,on,"2022-10-30 21:48:10",
15160392,binary_sensor.fridge_contact,on,"2022-10-30 21:54:10",
15160599,binary_sensor.fridge_contact,on,"2022-10-30 21:57:36",
15161518,binary_sensor.fridge_contact,on,"2022-10-30 22:13:54",
15163052,binary_sensor.fridge_contact,on,"2022-10-30 22:39:33",
15163065,binary_sensor.freezer_contact,on,"2022-10-30 22:39:49",
15163204,binary_sensor.freezer_contact,on,"2022-10-30 22:41:46",
15163406,binary_sensor.fridge_contact,on,"2022-10-30 22:45:14",
15163519,binary_sensor.fridge_contact,on,"2022-10-30 22:47:01",
15163679,binary_sensor.fridge_contact,on,"2022-10-30 22:49:23",
15163697,binary_sensor.freezer_contact,on,"2022-10-30 22:49:37",
15163801,binary_sensor.fridge_contact,on,"2022-10-30 22:51:21",
15163870,binary_sensor.fridge_contact,on,"2022-10-30 22:51:56",
15164093,binary_sensor.fridge_contact,on,"2022-10-30 22:55:27",
15164812,binary_sensor.fridge_contact,on,"2022-10-30 23:09:21",
15167482,binary_sensor.fridge_contact,on,"2022-10-31 00:01:51",
15167506,binary_sensor.fridge_contact,on,"2022-10-31 00:02:12",
15167718,binary_sensor.fridge_contact,on,"2022-10-31 00:05:48",
15175031,binary_sensor.fridge_contact,on,"2022-10-31 02:43:43",
15194679,binary_sensor.fridge_contact,on,"2022-10-31 09:55:38",
15194779,binary_sensor.fridge_contact,on,"2022-10-31 09:57:25",
15194965,binary_sensor.fridge_contact,on,"2022-10-31 10:00:37",
15194985,binary_sensor.fridge_contact,on,"2022-10-31 10:00:54",
15197513,binary_sensor.fridge_contact,on,"2022-10-31 10:53:49",
15197536,binary_sensor.fridge_contact,on,"2022-10-31 10:54:07",
15197569,binary_sensor.freezer_contact,on,"2022-10-31 10:54:41",
15198096,binary_sensor.fridge_contact,on,"2022-10-31 11:04:36",
15206885,binary_sensor.fridge_contact,on,"2022-10-31 14:09:06",
15206942,binary_sensor.fridge_contact,on,"2022-10-31 14:10:00",
15207147,binary_sensor.fridge_contact,on,"2022-10-31 14:13:30",
15207929,binary_sensor.fridge_contact,on,"2022-10-31 14:26:54",
15207964,binary_sensor.fridge_contact,on,"2022-10-31 14:27:10",
15207990,binary_sensor.fridge_contact,on,"2022-10-31 14:27:39",
15208025,binary_sensor.freezer_contact,on,"2022-10-31 14:27:49",
15208127,binary_sensor.fridge_contact,on,"2022-10-31 14:29:25",
15208191,binary_sensor.fridge_contact,on,"2022-10-31 14:30:06",
15209475,binary_sensor.freezer_contact,on,"2022-10-31 14:53:27",
15209494,binary_sensor.freezer_contact,on,"2022-10-31 14:53:44",
15209516,binary_sensor.freezer_contact,on,"2022-10-31 14:53:59",
15210025,binary_sensor.fridge_contact,on,"2022-10-31 15:03:15",
15210245,binary_sensor.fridge_contact,on,"2022-10-31 15:07:11",
15210771,binary_sensor.fridge_contact,on,"2022-10-31 15:17:08",
15210789,binary_sensor.fridge_contact,on,"2022-10-31 15:17:29",
15210832,binary_sensor.fridge_contact,on,"2022-10-31 15:18:03",
15211597,binary_sensor.fridge_contact,on,"2022-10-31 15:32:34",
15212800,binary_sensor.fridge_contact,on,"2022-10-31 15:55:19",
15213017,binary_sensor.fridge_contact,on,"2022-10-31 15:59:23",
15213082,binary_sensor.fridge_contact,on,"2022-10-31 16:00:20",
15213213,binary_sensor.fridge_contact,on,"2022-10-31 16:02:42",
15213337,binary_sensor.fridge_contact,on,"2022-10-31 16:05:03",
15214291,binary_sensor.fridge_contact,on,"2022-10-31 16:22:54",
15214585,binary_sensor.fridge_contact,on,"2022-10-31 16:28:33",
15215604,binary_sensor.fridge_contact,on,"2022-10-31 16:48:18",
15216750,binary_sensor.fridge_contact,on,"2022-10-31 17:07:32",
15216865,binary_sensor.fridge_contact,on,"2022-10-31 17:09:14",
15217010,binary_sensor.fridge_contact,on,"2022-10-31 17:11:28",
15217172,binary_sensor.fridge_contact,on,"2022-10-31 17:14:13",
15230864,binary_sensor.fridge_contact,on,"2022-10-31 22:01:29",
15231072,binary_sensor.fridge_contact,on,"2022-10-31 22:04:51",
15584198,binary_sensor.freezer_contact,on,"2022-11-07 02:43:37",
15584202,binary_sensor.fridge_contact,on,"2022-11-07 02:43:37",
15603422,binary_sensor.freezer_contact,on,"2022-11-07 09:50:31",
15603434,binary_sensor.fridge_contact,on,"2022-11-07 09:50:33",
15603469,binary_sensor.freezer_contact,on,"2022-11-07 09:51:10",
15603485,binary_sensor.fridge_contact,on,"2022-11-07 09:51:19",
15607744,binary_sensor.fridge_contact,on,"2022-11-07 11:25:14",
15608186,binary_sensor.fridge_contact,on,"2022-11-07 11:33:10",
15608209,binary_sensor.fridge_contact,on,"2022-11-07 11:34:00",
15608226,binary_sensor.fridge_contact,on,"2022-11-07 11:34:21",
15608448,binary_sensor.fridge_contact,on,"2022-11-07 11:39:04",
15608699,binary_sensor.fridge_contact,on,"2022-11-07 11:45:06",
15608749,binary_sensor.fridge_contact,on,"2022-11-07 11:46:40",
15608782,binary_sensor.fridge_contact,on,"2022-11-07 11:47:37",
15608811,binary_sensor.fridge_contact,on,"2022-11-07 11:47:47",
15608823,binary_sensor.freezer_contact,on,"2022-11-07 11:48:03",
15608834,binary_sensor.fridge_contact,on,"2022-11-07 11:48:11",
15608863,binary_sensor.fridge_contact,on,"2022-11-07 11:48:56",
15608911,binary_sensor.fridge_contact,on,"2022-11-07 11:49:49",
15609138,binary_sensor.fridge_contact,on,"2022-11-07 11:52:59",
15609565,binary_sensor.fridge_contact,on,"2022-11-07 11:57:45",
15610084,binary_sensor.fridge_contact,on,"2022-11-07 12:03:32",
15610814,binary_sensor.fridge_contact,on,"2022-11-07 12:10:50",
15610846,binary_sensor.fridge_contact,on,"2022-11-07 12:11:03",
15610945,binary_sensor.fridge_contact,on,"2022-11-07 12:11:57",
15611755,binary_sensor.freezer_contact,on,"2022-11-07 12:20:02",
15611785,binary_sensor.fridge_contact,on,"2022-11-07 12:20:17",
15611847,binary_sensor.fridge_contact,on,"2022-11-07 12:20:48",
15612021,binary_sensor.fridge_contact,on,"2022-11-07 12:22:00",
15612073,binary_sensor.fridge_contact,on,"2022-11-07 12:22:24",
15612120,binary_sensor.fridge_contact,on,"2022-11-07 12:22:50",
15612647,binary_sensor.fridge_contact,on,"2022-11-07 12:27:52",
15613641,binary_sensor.freezer_contact,on,"2022-11-07 12:36:41",
15613649,binary_sensor.fridge_contact,on,"2022-11-07 12:36:44",
15613660,binary_sensor.freezer_contact,on,"2022-11-07 12:36:47",
